pillar,	day,	start,	length
4,	2016-11-18,	8:47:20,	0.159
4,	2016-11-18,	8:47:48,	1.03
4,	2016-11-18,	8:48:07,	2.147
4,	2016-11-18,	8:52:18,	2.29
4,	2016-11-18,	8:52:26,	22.625
4,	2016-11-18,	8:52:49,	7.76
4,	2016-11-18,	8:53:05,	0.153999999999
4,	2016-11-18,	8:53:05,	9.026
4,	2016-11-18,	8:54:34,	0.161
4,	2016-11-18,	8:54:34,	3.395
4,	2016-11-18,	8:55:16,	9.337
4,	2016-11-18,	8:55:45,	41.464
4,	2016-11-18,	8:56:43,	16.787
4,	2016-11-18,	8:58:22,	17.009
4,	2016-11-18,	9:02:10,	1.538
4,	2016-11-18,	9:02:32,	12.627
4,	2016-11-18,	9:02:45,	0.143
4,	2016-11-18,	9:02:56,	9.948
4,	2016-11-18,	9:03:27,	9.032
4,	2016-11-18,	9:03:47,	1.724
4,	2016-11-18,	9:03:49,	3.793
4,	2016-11-18,	9:04:03,	0.153999999999
4,	2016-11-18,	9:04:03,	1.72
4,	2016-11-18,	9:04:07,	0.777999999998
4,	2016-11-18,	9:04:15,	10.06
4,	2016-11-18,	9:06:42,	1.219
4,	2016-11-18,	9:06:44,	0.292999999998
4,	2016-11-18,	9:06:49,	0.729999999996
4,	2016-11-18,	9:07:00,	1.373
4,	2016-11-18,	9:07:02,	165.14
4,	2016-11-18,	9:09:47,	10.927
4,	2016-11-18,	9:09:59,	0.159
4,	2016-11-18,	9:09:59,	0.152000000002
4,	2016-11-18,	9:09:59,	0.152999999998
4,	2016-11-18,	9:10:22,	5.493
4,	2016-11-18,	9:14:34,	0.612000000001
4,	2016-11-18,	9:14:34,	1.511
4,	2016-11-18,	9:15:21,	4.396
4,	2016-11-18,	9:16:03,	1.412
4,	2016-11-18,	9:16:31,	0.904000000002
4,	2016-11-18,	9:16:32,	5.409
4,	2016-11-18,	9:16:37,	7.648
4,	2016-11-18,	9:16:48,	1.051
4,	2016-11-18,	9:19:34,	1.876
4,	2016-11-18,	9:19:38,	25.065
4,	2016-11-18,	9:20:31,	10.559
4,	2016-11-18,	9:20:42,	1.602
4,	2016-11-18,	9:20:44,	0.305
4,	2016-11-18,	9:21:00,	0.299999999996
4,	2016-11-18,	9:21:01,	54.451
4,	2016-11-18,	9:23:52,	28.399
4,	2016-11-18,	9:25:03,	1.09899999999
4,	2016-11-18,	9:25:13,	32.896
4,	2016-11-18,	9:26:46,	8.404
4,	2016-11-18,	9:29:23,	33.134
4,	2016-11-18,	9:29:57,	0.149000000005
4,	2016-11-18,	9:31:01,	0.885999999999
4,	2016-11-18,	9:31:04,	0.745000000003
4,	2016-11-18,	9:31:05,	0.154000000002
4,	2016-11-18,	9:31:14,	19.55
4,	2016-11-18,	9:31:34,	0.147000000004
4,	2016-11-18,	9:32:01,	0.144999999997
4,	2016-11-18,	9:32:01,	10.665
4,	2016-11-18,	9:32:13,	0.149999999994
4,	2016-11-18,	9:32:17,	10.332
4,	2016-11-18,	9:32:32,	0.171000000002
4,	2016-11-18,	9:32:33,	5.581
4,	2016-11-18,	9:35:10,	2.903
4,	2016-11-18,	9:35:27,	1.51300000001
4,	2016-11-18,	9:35:47,	43.183
4,	2016-11-18,	9:36:35,	14.629
4,	2016-11-18,	9:36:50,	0.147999999994
4,	2016-11-18,	9:36:55,	20.484
4,	2016-11-18,	9:39:38,	0.163
4,	2016-11-18,	9:39:39,	7.957
4,	2016-11-18,	9:39:47,	0.769
4,	2016-11-18,	9:40:30,	4.27499999999
4,	2016-11-18,	9:40:40,	0.152999999998
4,	2016-11-18,	9:40:40,	4.925
4,	2016-11-18,	9:40:45,	20.302
4,	2016-11-18,	9:43:30,	16.897
4,	2016-11-18,	9:44:07,	6.589
4,	2016-11-18,	9:47:26,	0.155000000006
4,	2016-11-18,	9:47:27,	2.47
4,	2016-11-18,	9:47:30,	0.156000000003
4,	2016-11-18,	9:47:30,	0.163
4,	2016-11-18,	9:47:31,	0.159
4,	2016-11-18,	9:47:31,	0.154999999999
4,	2016-11-18,	9:47:31,	0.152000000002
4,	2016-11-18,	9:47:32,	0.156999999999
4,	2016-11-18,	9:47:32,	0.146999999997
4,	2016-11-18,	9:47:32,	0.150999999998
4,	2016-11-18,	9:47:32,	0.152999999998
4,	2016-11-18,	9:47:33,	0.152999999998
4,	2016-11-18,	9:47:33,	0.150999999998
4,	2016-11-18,	9:47:33,	0.156000000003
4,	2016-11-18,	9:47:34,	0.149999999994
4,	2016-11-18,	9:47:34,	0.148000000001
4,	2016-11-18,	9:47:34,	0.149999999994
4,	2016-11-18,	9:47:35,	0.146000000001
4,	2016-11-18,	9:47:35,	0.144
4,	2016-11-18,	9:47:35,	0.151999999995
4,	2016-11-18,	9:47:35,	0.150999999998
4,	2016-11-18,	9:47:36,	0.153999999995
4,	2016-11-18,	9:47:36,	0.152999999998
4,	2016-11-18,	9:47:36,	0.155000000006
4,	2016-11-18,	9:47:37,	0.158000000003
4,	2016-11-18,	9:47:37,	0.146999999997
4,	2016-11-18,	9:47:37,	0.150000000001
4,	2016-11-18,	9:47:38,	0.143000000004
4,	2016-11-18,	9:47:38,	0.144
4,	2016-11-18,	9:47:38,	0.146999999997
4,	2016-11-18,	9:47:38,	0.140999999996
4,	2016-11-18,	9:47:39,	0.148000000001
4,	2016-11-18,	9:47:39,	0.144
4,	2016-11-18,	9:47:39,	0.144
4,	2016-11-18,	9:47:40,	0.149000000005
4,	2016-11-18,	9:47:40,	0.148000000001
4,	2016-11-18,	9:47:40,	0.149000000005
4,	2016-11-18,	9:47:41,	0.146999999997
4,	2016-11-18,	9:47:41,	0.149000000005
4,	2016-11-18,	9:47:41,	0.153000000006
4,	2016-11-18,	9:47:41,	0.152000000002
4,	2016-11-18,	9:47:42,	0.152999999998
4,	2016-11-18,	9:47:42,	0.150999999998
4,	2016-11-18,	9:47:42,	0.184999999998
4,	2016-11-18,	9:47:43,	0.18
4,	2016-11-18,	9:47:43,	0.167000000001
4,	2016-11-18,	9:47:43,	0.164000000004
4,	2016-11-18,	9:47:44,	0.163999999997
4,	2016-11-18,	9:47:44,	0.155999999995
4,	2016-11-18,	9:47:44,	0.156999999999
4,	2016-11-18,	9:47:45,	0.148999999998
4,	2016-11-18,	9:47:45,	0.155000000006
4,	2016-11-18,	9:47:45,	0.154000000002
4,	2016-11-18,	9:47:46,	0.156999999999
4,	2016-11-18,	9:47:46,	0.156000000003
4,	2016-11-18,	9:47:46,	0.151999999995
4,	2016-11-18,	9:47:47,	0.156000000003
4,	2016-11-18,	9:47:47,	0.157999999996
4,	2016-11-18,	9:47:47,	0.154000000002
4,	2016-11-18,	9:47:47,	0.154999999999
4,	2016-11-18,	9:47:48,	0.152999999998
4,	2016-11-18,	9:47:48,	0.151000000005
4,	2016-11-18,	9:47:48,	0.155999999995
4,	2016-11-18,	9:47:49,	0.156000000003
4,	2016-11-18,	9:47:49,	0.151999999995
4,	2016-11-18,	9:47:49,	0.154999999999
4,	2016-11-18,	9:47:50,	0.154000000002
4,	2016-11-18,	9:47:50,	0.152999999998
4,	2016-11-18,	9:47:50,	0.156999999999
4,	2016-11-18,	9:47:51,	0.154000000002
4,	2016-11-18,	9:47:51,	0.156000000003
4,	2016-11-18,	9:47:51,	0.155000000006
4,	2016-11-18,	9:47:51,	0.162000000004
4,	2016-11-18,	9:47:52,	0.150000000001
4,	2016-11-18,	9:47:52,	0.154999999999
4,	2016-11-18,	9:47:52,	0.156999999999
4,	2016-11-18,	9:47:53,	0.155999999995
4,	2016-11-18,	9:47:53,	0.156999999999
4,	2016-11-18,	9:47:53,	0.156999999999
4,	2016-11-18,	9:47:54,	0.154999999999
4,	2016-11-18,	9:47:54,	0.156999999999
4,	2016-11-18,	9:47:54,	0.159999999996
4,	2016-11-18,	9:47:55,	0.159
4,	2016-11-18,	9:47:55,	0.152999999998
4,	2016-11-18,	9:47:55,	0.144
4,	2016-11-18,	9:47:56,	0.147000000004
4,	2016-11-18,	9:47:56,	0.156000000003
4,	2016-11-18,	9:47:56,	0.158000000003
4,	2016-11-18,	9:47:56,	0.157999999996
4,	2016-11-18,	9:47:57,	0.164000000004
4,	2016-11-18,	9:47:57,	0.148000000001
4,	2016-11-18,	9:47:57,	0.146000000001
4,	2016-11-18,	9:47:58,	0.147000000004
4,	2016-11-18,	9:47:58,	0.149999999994
4,	2016-11-18,	9:47:58,	0.148000000001
4,	2016-11-18,	9:47:59,	0.149000000005
4,	2016-11-18,	9:47:59,	0.152000000002
4,	2016-11-18,	9:47:59,	0.155000000006
4,	2016-11-18,	9:47:59,	0.152000000002
4,	2016-11-18,	9:48:00,	0.156999999999
4,	2016-11-18,	9:48:00,	0.152000000002
4,	2016-11-18,	9:48:00,	0.150999999998
4,	2016-11-18,	9:48:01,	0.155999999995
4,	2016-11-18,	9:48:01,	0.151999999995
4,	2016-11-18,	9:48:01,	0.161
4,	2016-11-18,	9:48:02,	0.156000000003
4,	2016-11-18,	9:48:02,	0.159999999996
4,	2016-11-18,	9:48:02,	0.148999999998
4,	2016-11-18,	9:48:03,	0.154999999999
4,	2016-11-18,	9:48:03,	0.156000000003
4,	2016-11-18,	9:48:03,	0.156999999999
4,	2016-11-18,	9:48:04,	0.163
4,	2016-11-18,	9:48:04,	0.163999999997
4,	2016-11-18,	9:48:04,	0.158000000003
4,	2016-11-18,	9:48:04,	0.160000000003
4,	2016-11-18,	9:48:05,	0.153000000006
4,	2016-11-18,	9:48:05,	0.151999999995
4,	2016-11-18,	9:48:05,	0.150000000001
4,	2016-11-18,	9:48:06,	0.148999999998
4,	2016-11-18,	9:48:06,	0.154999999999
4,	2016-11-18,	9:48:06,	0.150000000001
4,	2016-11-18,	9:48:07,	0.144999999997
4,	2016-11-18,	9:48:07,	0.144999999997
4,	2016-11-18,	9:48:07,	0.148000000001
4,	2016-11-18,	9:48:08,	0.145000000004
4,	2016-11-18,	9:48:08,	0.146000000001
4,	2016-11-18,	9:48:08,	0.146999999997
4,	2016-11-18,	9:48:08,	0.146999999997
4,	2016-11-18,	9:48:09,	0.151999999995
4,	2016-11-18,	9:48:09,	0.152000000002
4,	2016-11-18,	9:48:09,	0.155000000006
4,	2016-11-18,	9:48:10,	0.146000000001
4,	2016-11-18,	9:48:10,	0.149999999994
4,	2016-11-18,	9:48:10,	0.145000000004
4,	2016-11-18,	9:48:11,	0.146000000001
4,	2016-11-18,	9:48:11,	0.147000000004
4,	2016-11-18,	9:48:11,	0.146999999997
4,	2016-11-18,	9:48:11,	0.154000000002
4,	2016-11-18,	9:48:12,	0.152999999998
4,	2016-11-18,	9:48:12,	0.155999999995
4,	2016-11-18,	9:48:12,	0.157999999996
4,	2016-11-18,	9:48:13,	0.156000000003
4,	2016-11-18,	9:48:13,	0.159
4,	2016-11-18,	9:48:13,	0.150000000001
4,	2016-11-18,	9:48:14,	0.152000000002
4,	2016-11-18,	9:48:14,	0.159
4,	2016-11-18,	9:48:14,	0.156999999999
4,	2016-11-18,	9:48:14,	0.159
4,	2016-11-18,	9:48:15,	0.150999999998
4,	2016-11-18,	9:48:15,	0.150000000001
4,	2016-11-18,	9:49:34,	5.633
4,	2016-11-18,	9:49:41,	0.358999999997
4,	2016-11-18,	9:49:46,	4.761
4,	2016-11-18,	9:49:51,	0.144999999997
4,	2016-11-18,	9:49:52,	7.026
4,	2016-11-18,	9:50:00,	0.307000000001
4,	2016-11-18,	9:51:57,	1.312
4,	2016-11-18,	9:52:15,	23.295
4,	2016-11-18,	9:53:49,	3.827
4,	2016-11-18,	9:54:49,	8.472
4,	2016-11-18,	9:54:58,	0.151000000005
4,	2016-11-18,	9:55:03,	0.457000000002
4,	2016-11-18,	9:59:53,	1.914
4,	2016-11-18,	10:00:06,	3.86500000001
4,	2016-11-18,	10:00:21,	11.654
4,	2016-11-18,	10:00:56,	6.2
4,	2016-11-18,	10:01:46,	101.775
4,	2016-11-18,	10:05:04,	1.41
4,	2016-11-18,	10:05:08,	2.147
4,	2016-11-18,	10:05:11,	28.228
4,	2016-11-18,	10:05:48,	14.34
4,	2016-11-18,	10:06:44,	2.746
4,	2016-11-18,	10:09:10,	12.804
4,	2016-11-18,	10:10:53,	15.569
4,	2016-11-18,	10:11:12,	0.158000000003
4,	2016-11-18,	10:11:22,	4.46
4,	2016-11-18,	10:11:27,	0.147000000004
4,	2016-11-18,	10:11:27,	0.296000000002
4,	2016-11-18,	10:11:28,	0.303999999996
4,	2016-11-18,	10:13:12,	0.164000000004
4,	2016-11-18,	10:13:12,	21.545
4,	2016-11-18,	10:13:37,	9.878
4,	2016-11-18,	10:14:50,	4.49000000001
4,	2016-11-18,	10:15:03,	1.993
4,	2016-11-18,	10:15:10,	0.158000000003
4,	2016-11-18,	10:15:47,	7.29300000001
4,	2016-11-18,	10:16:50,	8.616
4,	2016-11-18,	10:17:00,	31.149
4,	2016-11-18,	10:18:13,	5.199
4,	2016-11-18,	10:18:32,	1.378
4,	2016-11-18,	10:19:23,	0.193000000007
4,	2016-11-18,	10:19:23,	3.08700000001
4,	2016-11-18,	10:19:47,	9.618
4,	2016-11-18,	10:19:58,	11.717
4,	2016-11-18,	10:21:28,	12.476
4,	2016-11-18,	10:22:01,	9.078
4,	2016-11-18,	10:26:27,	5.393
4,	2016-11-18,	10:26:34,	0.154000000002
4,	2016-11-18,	10:26:35,	9.308
4,	2016-11-18,	10:27:49,	67.109
4,	2016-11-18,	10:28:59,	2.52600000001
4,	2016-11-18,	10:29:51,	1.331
4,	2016-11-18,	10:29:53,	10.447
4,	2016-11-18,	10:31:30,	10.988
4,	2016-11-18,	10:32:28,	58.887
4,	2016-11-18,	10:33:28,	27.316
4,	2016-11-18,	10:35:49,	13.497
4,	2016-11-18,	10:37:01,	1.801
4,	2016-11-18,	10:41:37,	3.65100000001
4,	2016-11-18,	10:45:17,	1.841
4,	2016-11-18,	10:45:19,	376.489
4,	2016-11-18,	10:51:36,	4.866
4,	2016-11-18,	10:53:34,	0.595999999998
4,	2016-11-18,	10:53:55,	5.736
4,	2016-11-18,	10:55:51,	18.296
4,	2016-11-18,	10:57:40,	2.232
4,	2016-11-18,	10:58:03,	1.95499999999
4,	2016-11-18,	10:58:05,	71.587
4,	2016-11-18,	10:59:17,	13.307
4,	2016-11-18,	11:00:04,	17.812
4,	2016-11-18,	11:00:22,	0.189999999995
4,	2016-11-18,	11:00:22,	0.190000000002
4,	2016-11-18,	11:00:22,	0.194000000003
4,	2016-11-18,	11:02:33,	4.92200000001
4,	2016-11-18,	11:02:38,	0.154999999999
4,	2016-11-18,	11:02:38,	0.152999999998
4,	2016-11-18,	11:02:39,	0.146000000001
4,	2016-11-18,	11:04:10,	184.023
4,	2016-11-18,	11:07:14,	0.156999999999
4,	2016-11-18,	11:07:15,	0.156999999999
4,	2016-11-18,	11:07:15,	6.019
4,	2016-11-18,	11:07:39,	1.878
4,	2016-11-18,	11:07:41,	6.045
4,	2016-11-18,	11:08:33,	3.92
4,	2016-11-18,	11:11:25,	6.816
4,	2016-11-18,	11:17:50,	5.184
4,	2016-11-18,	11:17:55,	0.152000000002
4,	2016-11-18,	11:17:56,	0.303
4,	2016-11-18,	11:20:10,	3.615
4,	2016-11-18,	11:20:16,	1.544
4,	2016-11-18,	11:20:17,	0.619999999995
4,	2016-11-18,	11:20:28,	2.719
4,	2016-11-18,	11:20:40,	7.561
4,	2016-11-18,	11:21:03,	29.708
4,	2016-11-18,	11:22:55,	4.802
4,	2016-11-18,	11:23:00,	0.150000000001
4,	2016-11-18,	11:26:03,	69.232
4,	2016-11-18,	11:27:12,	5.86
4,	2016-11-18,	11:27:18,	0.154999999999
4,	2016-11-18,	11:29:16,	10.294
4,	2016-11-18,	11:29:31,	8.666
4,	2016-11-18,	11:31:57,	3.903
4,	2016-11-18,	11:34:11,	0.737999999998
4,	2016-11-18,	11:34:12,	1.531
4,	2016-11-18,	11:34:49,	2.952
4,	2016-11-18,	11:34:53,	0.158000000003
4,	2016-11-18,	11:36:31,	1.506
4,	2016-11-18,	11:36:39,	15.026
4,	2016-11-18,	11:41:54,	4.565
4,	2016-11-18,	11:42:21,	2.952
4,	2016-11-18,	11:43:28,	27.339
4,	2016-11-18,	11:45:48,	3.168
4,	2016-11-18,	11:56:53,	4.704
4,	2016-11-18,	11:56:59,	0.881999999998
4,	2016-11-18,	11:57:00,	0.144999999997
4,	2016-11-18,	11:57:18,	0.773999999998
4,	2016-11-18,	11:57:19,	0.151999999995
4,	2016-11-18,	11:57:20,	0.300999999999
4,	2016-11-18,	11:57:21,	0.152000000002
4,	2016-11-18,	11:57:41,	15.247
4,	2016-11-18,	12:03:41,	1.201
4,	2016-11-18,	12:06:38,	0.151999999995
4,	2016-11-18,	12:06:38,	1.433
4,	2016-11-18,	12:19:55,	16.375
4,	2016-11-18,	12:20:13,	13.551
4,	2016-11-21,	4:47:35,	2.558
4,	2016-11-21,	5:56:54,	2.138
4,	2016-11-21,	5:56:58,	1.5
4,	2016-11-21,	6:05:02,	4.02
4,	2016-11-21,	6:28:26,	9.917
4,	2016-11-21,	6:29:00,	11.894
4,	2016-11-21,	6:40:46,	4.86
4,	2016-11-21,	6:43:11,	1.34
4,	2016-11-21,	6:48:57,	3.214
4,	2016-11-21,	6:54:24,	0.170000000002
4,	2016-11-21,	6:54:24,	0.677000000003
4,	2016-11-21,	6:54:25,	1945.804
4,	2016-11-21,	7:26:51,	5.603
4,	2016-11-21,	7:46:32,	14.255
4,	2016-11-21,	7:46:47,	0.170999999998
4,	2016-11-21,	7:46:47,	20.267
4,	2016-11-21,	7:47:08,	11.73
4,	2016-11-21,	8:13:15,	13.21
4,	2016-11-21,	8:57:48,	0.157999999999
4,	2016-11-21,	8:57:48,	324.559
4,	2016-11-21,	9:04:16,	2.206
4,	2016-11-21,	9:04:21,	10.727
4,	2016-11-21,	9:04:32,	0.495999999999
4,	2016-11-21,	9:04:33,	0.162
4,	2016-11-21,	9:07:26,	29.964
4,	2016-11-21,	9:07:56,	0.655000000006
4,	2016-11-21,	9:12:18,	2.474
4,	2016-11-21,	9:15:36,	3.355
4,	2016-11-21,	9:15:41,	0.495999999999
4,	2016-11-21,	9:27:14,	23.37
4,	2016-11-21,	9:36:46,	1.683
4,	2016-11-21,	9:40:21,	10.203
4,	2016-11-21,	9:42:00,	8.304
4,	2016-11-21,	9:42:09,	0.168000000005
4,	2016-11-21,	9:50:36,	9.166
4,	2016-11-21,	9:50:48,	1.203
4,	2016-11-21,	9:56:58,	1.001
4,	2016-11-21,	9:57:00,	0.533000000003
4,	2016-11-21,	9:57:27,	3.323
4,	2016-11-21,	9:57:31,	1.174
4,	2016-11-21,	9:57:33,	0.722000000002
4,	2016-11-21,	9:57:33,	4.177
4,	2016-11-21,	9:58:10,	10.851
4,	2016-11-21,	10:01:27,	1.372
4,	2016-11-21,	10:02:01,	5.984
4,	2016-11-21,	10:27:00,	3.915
4,	2016-11-21,	10:33:08,	0.165999999997
4,	2016-11-21,	10:33:08,	4.911
4,	2016-11-21,	10:40:58,	10.533
4,	2016-11-21,	10:43:47,	1.838
4,	2016-11-21,	10:48:18,	3.894
4,	2016-11-21,	10:52:56,	5.815
4,	2016-11-21,	10:53:02,	244.182
4,	2016-11-21,	10:57:07,	2.159
4,	2016-11-21,	11:10:56,	25.643
4,	2016-11-21,	11:32:52,	16.235
4,	2016-11-21,	11:33:10,	0.328000000001
4,	2016-11-21,	11:34:12,	1.148
4,	2016-11-21,	11:40:33,	9.56400000001
4,	2016-11-21,	11:40:42,	0.171000000002
4,	2016-11-21,	11:42:07,	22.044
4,	2016-11-21,	11:47:47,	13.843
4,	2016-11-21,	11:48:03,	1.828
4,	2016-11-21,	11:48:08,	0.166000000005
4,	2016-11-21,	11:49:50,	9.494
4,	2016-11-21,	11:50:45,	0.338000000003
4,	2016-11-21,	11:50:45,	3.724
4,	2016-11-21,	11:50:50,	0.667000000001
4,	2016-11-21,	11:50:51,	0.337000000007
4,	2016-11-21,	11:52:39,	8.735
4,	2016-11-21,	12:08:51,	3.479
4,	2016-11-21,	12:19:32,	1.159
4,	2016-11-21,	12:19:34,	1.144
4,	2016-11-21,	12:19:35,	0.158000000003
4,	2016-11-21,	12:19:36,	1.641
4,	2016-11-21,	12:20:18,	1808.684
4,	2016-11-21,	12:50:27,	2.48
4,	2016-11-21,	12:50:30,	1.812
4,	2016-11-21,	12:52:23,	6.06
4,	2016-11-21,	13:02:56,	5.769
4,	2016-11-21,	13:03:02,	0.157999999996
4,	2016-11-21,	13:21:27,	2.115
4,	2016-11-21,	13:21:29,	655.399
4,	2016-11-21,	13:32:24,	0.161
4,	2016-11-21,	13:32:25,	0.988000000005
4,	2016-11-21,	13:32:26,	0.487000000001
4,	2016-11-21,	13:32:53,	0.165000000001
4,	2016-11-22,	6:54:55,	5.054
4,	2016-11-22,	6:55:20,	19.178
4,	2016-11-22,	6:55:39,	0.317999999999
4,	2016-11-22,	6:55:40,	25.538
4,	2016-11-22,	6:56:06,	0.960999999999
4,	2016-11-22,	6:56:07,	10.646
4,	2016-11-22,	6:56:18,	0.156999999999
4,	2016-11-22,	6:56:29,	0.325000000001
4,	2016-11-22,	6:57:40,	2.554
4,	2016-11-22,	6:57:44,	0.482
4,	2016-11-22,	6:57:45,	9.089
4,	2016-11-22,	6:57:54,	0.165000000001
4,	2016-11-22,	7:08:53,	1.49
